date,task,challenge,reference,result_model,Time_elapsed,Titles,DATE_SCORE
2024-09-02 02:16:14.801814556,date_qa,"

When was the prototype of the ST Aero MAV-1 unveiled at the Asian Aerospace exhibition?","

The prototype of the ST Aero MAV-1 was unveiled at the Asian Aerospace exhibition in 2004.", 2004,1.2427728176116943,"ST_Aero_MAV-1, Micro_air_vehicle",0.7374999996484375
2024-09-03 09:54:45.146859169,date_qa,"

What year did the 56th edition of England's premier rugby union club competition take place, according to the context?","

1955", 1966,2.69716215133667,"England, England_national_football_team",0.0
2024-09-02 13:46:36.037999104,date_qa,"

When was Joseph Platt, a member of the House of Representatives of the Colony of Connecticut from Norwalk, born?","

Joseph Platt was born on February 17, 1672.","February 17, 1672",0.7090804576873779,"Joseph_Platt_(politician), James_Brown_(Connecticut_politician)",0.863636362446281
2024-09-06 10:08:46.357801199,date_qa,"

Here is a question about Thakurgaon-3 that would have <date> as the answer:

When did the Thakurgaon-3 constituency become vacant?","

6 August 2024", 6 August 2024,0.7877907752990723,"Thakurgaon-3, Hafiz_Uddin_Ahmed",0.9999999984999999
2024-09-04 13:47:43.566485405,date_qa,"

What date did a series of explosions occur at a gold mine in Gbomblora, Burkina Faso, resulting in the deaths of around 60 people and injuring over 100 others?","

21 February 2022", 21 February 2022,0.6960570812225342,"Gbomblora_Department, Gbomblora_explosion",0.9999999984999999
2024-09-05 17:09:03.032615422,date_qa,"

Here is a question that would have <date> as the answer:

In what year did Rosemary win the Logie Award for Best Female Television Personality (NSW) for her work on Good Morning?","

1970", 1970,0.7542035579681396,"Good_Morning_with_Rosemary, Georgie_Parker",0.9999999984999999
2024-09-04 07:55:23.809252977,date_qa,"

Here is a question that would have the answer as a date:

In what year did Jovanice Twinobusingye win the national elections to become the woman representative member of parliament for Kiruhura District in the eleventh Parliament of Uganda?","

2021", 2021,1.4463751316070557,"Jovanice_Twinobusingye, List_of_members_of_the_eleventh_Parliament_of_Uganda",0.9999999984999999
2024-09-05 21:11:07.229750633,date_qa,"

What is the year in which Əlvənd, a village in the Shamakhi Rayon of Azerbaijan, reported a population of 1,453 residents?","

1012", second millennium BC,2.039067029953003,"Azerbaijan, Azerbaijani_wine",0.0
2024-09-04 09:30:23.335507870,date_qa,"

Here is a question about Jerguš Pecháč that would have <date> as the answer:

In what year did Jerguš Pecháč come third in the U-12 European Youth Chess Championship in Prague?

(Answer would be the date mentioned in the context)","

2012", 2012,0.971033811569214,Jergu%C5%A1_Pech%C3%A1%C4%8D,0.9999999984999999
2024-09-04 06:33:26.973273516,date_qa,"

Here is a question that would have the answer <date> based on the context:

What year did Metro launch the safety campaign ""Dumb Ways to Die"" in Melbourne, which became a global viral video hit?","

2012", 1999,0.7707982063293457,"Dumb_Ways_to_Die, Ollie_McGill",0.0
2024-09-02 16:09:38.426328064,date_qa,"

In what year was a post office called Air Line established in Air Line, Georgia?","

1856", 1856,1.0802042484283447,"Air_Line,_Georgia, Delta_Air_Lines",0.9999999984999999
2024-09-02 19:18:34.840357376,date_qa,"

Here is a question about Shigeharu Matsumoto that would have the answer <date>:

When did Shigeharu Matsumoto have his first real reporting experience with his report of the Xi'an incident?","

1936", 1936,1.0567255020141602,"Shigeharu_Matsumoto, Takehito_Koyasu",0.9999999984999999
2024-09-04 16:28:57.667981863,date_qa,"

Here is a question that would have <date> as the answer:

In what year was Francis Boardman Crowninshield born in New York City?","

1869", 1869,0.7697556018829346,"Francis_Boardman_Crowninshield, Louise_E._du_Pont_Crowninshield",0.9999999984999999
2024-09-05 18:08:38.915527105,date_qa,"

When was Enrico Golisciani, the Italian author born in Naples, born?","

Enrico Golisciani, the Italian author born in Naples, was born on 25 December 1848.",25 December 1848,0.7867059707641602,"Enrico_Golisciani, I_gioielli_della_Madonna",0.8124999990859375
2024-09-05 02:11:54.069707155,date_qa,"

Here's a question about Kostas Petropoulos that would have <date> as the answer:

In what year did Kostas Petropoulos play for Greece's junior national team at the FIBA Europe Under-16 Championship?","

1973", 1973,1.0020599365234375,"Kostas_Petropoulos, Greece_men%27s_national_basketball_team",0.9999999984999999
2024-09-02 15:49:00.981865406,date_qa,"

Here is a question about The Centaurus that would have the answer as the date:

What was the expected opening quarter for the Centaurus Mövenpick Hotel, according to initial plans?","

2018","<s>What was the expected opening quarter for the Centaurus Movenpick Hotel, according to initial plans?</s></s>No  CONTEXTM%C3%B6venpick_Hotels_%26_Resorts :
Contents

Mövenpick Hotels & Resorts (German pronunciation: [ˈmøːvənpɪk]; English: /ˈmuːvənˌpɪk/) is a Swiss hotel management company headquartered in Baar, Switzerland. It is fully owned by Accor since the September 2018 acquisition from former shareholders Mövenpick Holding (66.7%) and the Saudi-based Kingdom Group (33.3%). It operates over 80 properties, including hotels, resorts and Nile cruisers, with another 30 resorts planned or under construction across the Middle East and Asia.[1] The hotel chain serves 5.8 million people per year.[citation needed]


Mövenpick Group
Mövenpick Hotels & Resorts traces its roots back to the privately owned Mövenpick Group, which was founded by Ueli Prager in 1948 when he opened his first restaurant in Zürich. The name was apparently inspired by the feeding action of a gull (in German, a Möwe) and how its simple movements reflected the restaurant’s theme of food served as quickly as possible.[2]


Mövenpick Hotels & Resorts
The official launch of Mövenpick Hotels & Resorts was marked by the opening of two hotels at Zurich Airport and Zürich-Regensdorf. Expansion beyond Europe started in 1976 with the opening in Cairo of the Mövenpick Hotel Jolie Ville",1.0233280658721924,"M%C3%B6venpick_Hotels_%26_Resorts, Truman_Capote",0.7040540540137874
2024-09-03 14:46:08.066093206,date_qa,"

When was Abay ""Amha"" Tsehaye, the Ethiopian politician, born?","

Abay ""Amha"" Tsehaye, the Ethiopian politician, was born on 29 April 1953.", 29 April 1953,0.7534141540527344,"Abay_Tsehaye, Category:Mid-importance_Ethiopia_articles",0.81999999904
2024-09-03 11:09:14.556364536,date_qa,"

Here's a question about Cartier Island Marine Park with the answer being a date:

What year was the Cartier Island Marine Reserve originally proclaimed under the National Parks and Wildlife Conservation Act, before it was later renamed Cartier Island Marine Park in 2017?

Answer: 2000","

The answer is 2000.", 21 June 2000,1.0141172409057615,"Cartier_Island_Marine_Park, Ashmore_and_Cartier_Islands",0.785714284244898
2024-09-05 00:50:49.424801280,date_qa,"

What year was ZhL certified ""Halal"" a portion of its range?","

2012", 2012,0.9345502853393556,"ZhL, Qawwali",0.9999999984999999
2024-09-04 13:25:59.727834463,date_qa,"

Here is a question about Lola T93/30 that would have the answer <date>:

What was the date of the Brazilian Grand Prix that marked the first race of the Scuderia Italia team, which previously used Dallara-designed cars before switching to the Lola T93/30?","

1988", 1988,0.8888587951660156,"Lola_T93/30, BMS_Scuderia_Italia",0.9999999984999999
2024-09-01 17:53:51.210905344,date_qa,"

Here's a question about Dirt track racing in Australia that would have the answer <date>:

What year is often considered the birth year of motorcycle speedway in Australia, a country that has since produced several world-class riders and champions in the sport?","

1923", 2021,1.465314865112305,"Australia, Australasia",0.0
2024-09-03 00:36:39.960117340,date_qa,"

When was Larry Anthony Weir, the American songwriter, composer, and managing editor of New Music Weekly magazine, born?","

April 11, 1952"," April 11, 1952",0.8071310520172119,"Larry_Weir, Larry_Weir_production_discography",0.9999999984999999
2024-09-01 16:47:32.783044100,date_qa,"

Here is a question that would have the answer <date>:

In what year was the Japanese Esperanto Institute established by Osaka Kenzi and others?","

1919", 1919,0.9654555320739746,"Japanese_Esperanto_Institute, Expo_%2770",0.9999999984999999
2024-08-30 16:18:47.979011840,date_qa,"

Here is a question that would have the answer as the date:

What year did Ernie Wilkins record the album Top Brass Featuring 5 Trumpets with a quintet of trumpeters, including Ray Copeland, Idrees Sulieman, Donald Byrd, Ernie Royal and Joe Wilder?","

1955", 1955,0.8214993476867676,Top_Brass,0.9999999984999999
2024-09-03 11:06:20.878255129,date_qa,"

Here is a question that would have the answer as the date:

What year did the failed 20 July plot to assassinate Adolf Hitler, led by Claus von Stauffenberg, occur, as described in Ian Kershaw's book ""The End: Hitler's Germany""?","

1944", 1944,1.990515947341919,"The_End:_Hitler%27s_Germany,_1944%E2%80%9345, Claus_von_Stauffenberg",0.9999999984999999
2024-09-03 05:09:47.754028082,date_qa,"

Here is a question about Christopher Fowler that would have <date> as the answer:

When did Christopher Fowler, a United States Navy sailor and Medal of Honor recipient, die?","

1850"," May 11, 1874",1.7787795066833496,"Christopher_Fowler_(Medal_of_Honor), Christopher_Fowler_(disambiguation)",0.0
2024-09-03 11:09:14.556364544,date_qa,"

Here's a question about Cartier Island Marine Park with the answer being a date:

What year was the Cartier Island Marine Reserve originally proclaimed under the National Parks and Wildlife Conservation Act, before it was later renamed Cartier Island Marine Park in 2017?

Answer: 2000","

The answer is 2000.", 21 June 2000,1.5650081634521484,"Cartier_Island_Marine_Park, Ashmore_and_Cartier_Islands",0.785714284244898
2024-08-30 09:52:42.983018752,date_qa,"

When was Jiguli Dairabaev born?","

Jiguli Dairabaev was born on 29 October 1954.", 29 October 1954,1.6143946647644043,"Jiguli_Dairabaev, Jiguli_Dairabaev_2022_presidential_campaign",0.863636362446281
2024-08-29 13:35:21.018906624,date_qa,"

Here is a question about Mathieu Laplante that would have the answer as a date:

What year was Mathieu Laplante hired to create the show concept for Cirque Hawaii, overseeing casting, music, and scenery creation?

(Answer: <date>)","

2005", 2005,2.4809317588806152,"Mathieu_Laplante, Cirque_du_Soleil",0.9999999984999999
2024-09-01 18:51:13.399574518,date_qa,"

What year was a museum established at Mississauga's Benares Historic House, as a result of additions designed by Henry Sears?","

1995", 1995,1.118826389312744,Henry_Sears_(architect),0.9999999984999999
2024-09-05 13:13:48.089522839,date_qa,"

Here is a question that would have the answer <date>:

In what month and year was William Broughton baptised at Chatham, Kent?","

November 1768", November 1768,1.4156064987182615,"William_Broughton_(magistrate), HMS_Chatham_(1788)",0.9999999984999999
2024-08-30 05:17:51.179388046,date_qa,"

When did the construction of the East Klang Valley Expressway begin?","

The construction of the East Klang Valley Expressway began on 1 September 2015.", 1 September 2015,1.9359829425811768,"East_Klang_Valley_Expressway, https://en.wikipedia.org/?title=Kuala_Lumpur_North_Dispersal_Expressway&redirect=no",0.8124999990859375
2024-09-02 17:09:36.087955713,date_qa,"

What is the year in which the population of Mian Darreh, Mazandaran was 195, in 52 families, according to the census?","

The year in which the population of Mian Darreh, Mazandaran was 195, in 52 families, according to the census, is 2006.", 2006,2.4038896560668945,"Mian_Darreh,_Mazandaran, List_of_cities,_towns_and_villages_in_Mazandaran_province",0.729999999715
2024-09-04 02:22:47.323926528,date_qa,"

What is the birthdate of Dr Patricia Rashbrook, the oldest woman to give birth in the United Kingdom?","

1943", 1943,1.794973373413086,"Patricia_Rashbrook, Category:Maternity_in_the_United_Kingdom",0.9999999984999999
2024-09-02 15:49:50.038868904,date_qa,"

Here is a question about Chaudhry Aslam Khan that would have the answer as a specific date:

In what year did Chaudhry Aslam Khan join the Sindh Police force as an Assistant sub-inspector?

Answer: <date>","

1984", 1984,1.6578669548034668,"Chaudhry_Aslam_Khan, Operation_Lyari",0.9999999984999999
2024-09-03 13:11:04.924711168,date_qa,"

When was Benito Pavoni born?","

Benito Pavoni was born on 19 July 1936.",19 July 1936,1.4193203449249268,"Benito_Pavoni, Category:Deputies_of_Legislature_X_of_Italy",0.863636362446281
2024-09-06 02:07:24.964613676,date_qa,"

When did Zeno Graton's debut feature film The Lost Boys (Le Paradis) premiere at the Berlin International Film Festival?","

The Lost Boys (Le Paradis) premiered at the Berlin International Film Festival in 2023.", 2023,1.4278764724731443,"The_Lost_Boys_(2023_film), Zeno_Graton",0.7399999996266666
2024-09-05 15:40:19.093578339,date_qa,"

Here is a question that would have the answer as a date:

In what year was the Companies Act under which the Association of Accounting Technicians of Sri Lanka (AAT Sri Lanka) was initially registered?","

1982", 1982,1.9466679096221924,"Association_of_Accounting_Technicians_of_Sri_Lanka, Accounting_in_Sri_Lanka",0.9999999984999999
2024-09-03 12:29:20.887606382,date_qa,"

What year did B.Z. (newspaper) have a circulation of around 200,000?","

The year B.Z. (newspaper) had a circulation of around 200,000 was 2010.", 2000,2.058405637741089,"B%27z, Eleven_(B%27z_album)",0.0
2024-09-05 08:51:06.925516800,date_qa,"

Here is a question that would have the answer <date> based on the provided context:

What is the effective date of the eligibility requirements for Hamburg Parliament candidates, which include being at least 18 years old and not being barred from voting due to certain legal restrictions?","

2008", 2008,2.066548585891724,"Hamburg_Parliament, President_of_the_Hamburg_Parliament",0.9999999984999999
2024-09-03 01:07:24.154218674,date_qa,"

Here is a question about Springs Christian Academy with the answer <date>:

When was Springs Christian Academy founded by Springs of Living Water Church (now Springs Church) in Winnipeg?","

1989", 1989,1.6606075763702393,"Springs_Christian_Academy, Twelve_Tribes_communities",0.9999999984999999
2024-09-05 00:57:30.945903872,date_qa,"

What year was the Max and Claire Brombacher House built?","

The Max and Claire Brombacher House was built in 1940.",2017,3.186296224594116,"List_of_authors_by_name:_B, Wikipedia:WikiProject_Women_in_Red/Metrics/August_2017",0.0
2024-09-03 19:39:56.736884992,date_qa,"

When did Mbali Dlamini join the EFF while she was a student at the Tshwane University of Technology?","

Mbali Dlamini joined the EFF in 2014 while she was a student at the Tshwane University of Technology.", 2014,1.0644054412841797,Mbali_Dlamini,0.7333333330185184
2024-09-03 14:15:30.336388826,date_qa,"

What was the month and year when Belladonna was listed among the top six bestselling books in the United States in The Bookman issue, where it was ranked sixth?","

December 1909", December 1909,1.5324254035949707,"Bella_Donna_(novel), The_Fantastic_Flying_Journey",0.9999999984999999
2024-09-06 11:31:07.115840435,date_qa,"

Here's a question that would have ""2018"" as the answer:

What year did the Incarnate Word Cardinals women's basketball team finish the season 5-24, with a 4-14 record in Southland play?","

2018",No,1.2914063930511477,"Incarnate_Word_Cardinals, Incarnate_Word_Cardinals_football",0.0
2024-08-29 04:38:35.839523072,date_qa,"

Here is a question that would have the answer <date>:

In what year was the project of establishing a Cadet College in Balochistan conceived?","

1976", 1976,1.6334264278411863,"Cadet_College_Mastung, Cadet_College_Ormara",0.9999999984999999
2024-09-03 10:11:26.712572336,date_qa,"

Here is a question that would have <date> as the answer:

When was German mathematician Karl-Otto Stöhr, known for his contributions to algebraic geometry, born?","

9 May 1942", 9 May 1942,1.6799664497375488,"Karl-Otto_St%C3%B6hr, Wolfgang_Krull",0.9999999984999999
2024-09-04 00:23:32.491925716,date_qa,"

When was the Velká Deštná observation tower opened?","

The Velká Deštná observation tower was opened in 2019."," 2022 the best alternatives are unclear.[156]


International relations
Control of petroleum production has been a significant driver of international relations during much of the 20th and 21st centuries.[157] Organizations like OPEC have played an outsized role in international politics. Some historians and commentators have called this the ""Age of Oil""[157] With the rise of renewable energy and addressing climate change some commentators expect a realignment of international power away from petrostates.[citation needed]


Future production
Consumption in the twentieth and twenty-first centuries has been abundantly pushed by automobile sector growth. The 1985–2003 oil glut even fueled the sales of low fuel economy vehicles in OECD countries. The 2008 economic crisis seems to have had some impact on the sales of such vehicles; still, in 2008 oil consumption showed a small increase.


Hydrocarbons on other worlds
On Saturn's largest moon, Titan, lakes of liquid hydrocarbons comprising methane, ethane, propane and other constituents, occur naturally. Data collected by the space probe Cassini–Huygens yield an estimate that the visible lakes and seas of Titan contain about 300 times the volume of Earth's proven oil reserves.[189][190] Drilled samples from the surface of Mars taken in 2015 by the Curiosity rover's Mars Science Laboratory have found organic molecules of benzene and propane in 3-billion-year-old rock samples in Gale Crater.[191]


In fiction



See also



Explanatory footnotes



Citations



Vieques,_Puerto_Rico :
Contents



History
Archaeological evidence suggests that Vieques was first inhabited by ancient Indigenous peoples of the Americas who traveled mostly from South America perhaps between 3000 BCE and 2000 BCE. Estimates of these prehistoric dates of inhabitation vary widely. These tribes had a Stone Age culture and were probably fishermen and hunter-gatherers.


Government
Vieques is a municipio of Puerto Rico, translated as ""municipality"" and in this context roughly equivalent to ""township"". It is in the Puerto Rican electoral district of Carolina. Local government is under the leadership of a mayor, presently Junito Corcino.


Geography
Vieques measures about 21 miles (34 km) east-west, and three to four miles (6.4 km) north-south. It has a land area of 52 square miles (130 km2) and is located about ten miles (16 km) to the east of Puerto Rico. To the north of Vieques is the Atlantic Ocean, and to the south, the Caribbean. The island of Culebra is about 10 miles (16 km) north of Vieques, and the United States Virgin Islands lie to the east. Vieques and Culebra, together with various small islets, make up the Spanish Virgin Islands, sometimes known as the Passage Islands.[citation needed][40]


Demographics
According to the 2020 Census, Vieques is the third-least populous municipality (after Maricao and Culebra) with a population of 8,249.[55]


Economy
The sugar industry, once the mainstay of the island's economy, declined during the early 20th century, and finally collapsed in the 1940s when the US Navy took over much of the land on which the sugar cane plantations stood. After an initial naval construction phase, opportunities to make a living on the island were increased to include not only fishing or subsistence farming, but also Naval jobs. Crops grown on the island include avocados, bananas, coconuts, grains, papayas and sweet potatoes. A number of permanent local jobs were provided by the US Navy, and their economy benefited. Starting in the 1970s General Electric had employed a few hundred workers at a manufacturing plant but that plant subsequently closed.  Unemployment was widespread, with consequent social problems. The 2000 US census reported a median household income in 1999 dollars of $9,331 (compared to $41,994 for the US as a whole), and 35.8% of the population of 16 years and over in the labor force (compared to 63.9% for the US as a whole).[57]


Tourism
For sixty years the majority of Vieques was closed off by the US Navy, and the island remained almost entirely undeveloped for tourism. This lack of development is now marketed as a key attraction. Vieques is promoted under an ecotourism banner as a sleepy, unspoiled island of rural bucolic charm and pristine deserted beaches, and is rapidly becoming a popular destination.


Culture
Vieques celebrates its patron saint festival in July",1.925520896911621,"Petroleum, Vieques,_Puerto_Rico",0.004128440245675873
2024-09-04 02:26:24.530028819,date_qa,"

Here's a question that would have the answer <date>:

What year did the Indian census report Shevgaon's population as 38,375, consisting of 19,442 males and 18,993 females?","

2011", 2011,1.382880926132202,"Shevgaon, Ahmednagar_Lok_Sabha_constituency",0.9999999984999999
2024-09-02 13:28:12.905660391,date_qa,"

Here is a question that would have the answer as a specific date:

In what year did Polikarp Lukšić Ljubetić, the Croatian immigrant father of Andrónico Luksic, arrive in Chile from the Adriatic island of Brač?","

1910",</s>,1.700535535812378,,0.0
2024-09-03 04:54:37.364432896,date_qa,"

Here is a question about SUNSAT that would have the answer as a date:

What year did the Stellenbosch University SATellite, or SUNSAT, become the first launched South African satellite, after being launched aboard a Delta II rocket from the Vandenberg Air Force Base on February 23rd of that year?","

1999", 1999,1.7947847843170166,"SUNSAT, List_of_first_satellites_by_country",0.9999999984999999
2024-09-01 22:31:50.451468229,date_qa,"

Here is a question about Lisa MacLeod that would have the answer as the date:

What date did Lisa MacLeod win the election in the Ottawa-area riding of Nepean—Carleton by a margin of 6,000 votes over her Liberal opponent Brian Ford?","

March 30, 2006"," March 30, 2006",2.4091408252716064,"Lisa_MacLeod, Brian_Ford_(police_officer)",0.9999999984999999
2024-09-03 06:26:08.064528640,date_qa,"

Here is a question that would have the answer <date>:

When was Robert Waldmire, the American artist and cartographer known for his artwork of U.S. Route 66, born?","

April 19, 1945","April 19, 1945",1.4351701736450195,"Bob_Waldmire, Meteor_City,_Arizona",0.9999999984999999
2024-09-01 14:59:04.162774784,date_qa,"

Here is a question that would have <date> as the answer:

What was the year in which the National Census reported the population of Sara Rural District to be 12,408 in 2,491 households?","

2006", 2006,2.877414464950561,"Sara_Rural_District, Khotbeh_Sara_Rural_District",0.9999999984999999
2024-09-03 12:38:51.636859136,date_qa,"

What year did American forces land on Agat Invasion Beach as part of the Battle of Guam to retake the island from Japanese occupation?","

1944", 1944,1.7573764324188232,"Agat_Invasion_Beach, Battle_of_Guam_(1944)",0.9999999984999999
2024-09-04 07:20:20.645754112,date_qa,"

Here is a question that would have the answer <date>:

In what year did V. N. Parameswaran Pillai take command and oversee the partial absorption of the Travancore Army into the Indian Army?","

1945", 1945,1.4149200916290283,"V._N._Parameswaran_Pillai, Nair_Brigade",0.9999999984999999
2024-09-03 15:24:41.967031040,date_qa,"

Here is a question that would have <date> as the answer:

On what date did Reinoud III marry Marie of Brabant, lady of Turnhout, in Tervuren?","

1 July 1347", 1311,1.130769968032837,"John_III,_Duke_of_Brabant",0.0
2024-08-31 04:33:39.921182976,date_qa,"

When was the single ""Promise You This"" from Snoop Dogg's album Neva Left released?","

March 1, 2017"," March 1, 2017",2.53338623046875,"Neva_Left, Snoop_Dogg_discography",0.9999999984999999
2024-09-05 18:30:30.109359026,date_qa,"

Here is a question with the answer <date>:

In what year did Alexander Breckenridge, the grandfather of John Breckinridge, immigrate from Ireland to Bucks County, Pennsylvania?","

1728", 1728,2.0347940921783447,"John_Breckinridge_(U.S._Attorney_General), Wikipedia:0.7/0.7alpha/B4",0.9999999984999999
2024-08-30 18:25:59.973518336,date_qa,"

Here is a question about Lincoln House Club with the answer <date>:

In what year was the Lincoln House Club, a Shingle style structure part of the ""fresh air"" movement, built by the Lincoln Club of Boston near the Grand Island Bridge?","

1899", 1899,2.2288177013397217,"Lincoln_House_Club, List_of_unsolved_murders_(1980%E2%80%931999)",0.9999999984999999
2024-09-01 10:07:31.785230398,date_qa,"

Here is a question with the answer <date>:

What was the birthdate of John Gude Wenman, the English professional cricketer?","

11 August 1803",11 August 1803,1.3781943321228027,"John_Wenman, George_Wenman",0.9999999984999999
2024-09-05 06:06:05.378763914,date_qa,"

Here is a question about Saint Spyridon Church that would have the answer <date>:

In what year did the construction of Saint Spyridon Church begin, a building project that would take place in stages in the Byzantine Basilica style?","

1961", 1961,2.056020736694336,"Saint_Spyridon_Church, St._Spyridon_Parish_of_South_East_Sydney",0.9999999984999999
2024-09-04 16:12:38.871231488,date_qa,"

What year is commonly cited as the birth year of Italian Mannerist painter Gianserio Strafella, although some sources also mention an alternative birth year of 1506?","

1520"," 1520–1573, according to some sources; 1506–1577",1.3189702033996582,"Gianserio_Strafella, Copertino_Castle",0.7
2024-09-02 18:25:37.577455104,date_qa,"

Here is a question that would have <date> as the answer:

In what year was Wilkinson House constructed by its original builder, J.?","

1888", 2004,2.251889944076538,"J._Harvie_Wilkinson_III, Wilkinson-Hawkinson_House",0.0
2024-09-05 12:44:56.039234638,date_qa,"

What year was Asbjørn Øksendal born?","

Asbjørn Øksendal was born in the year 1922.", 1922,1.2243895530700684,"Asbj%C3%B8rn_%C3%98ksendal, %C3%98ksendal_(surname)",0.7666666660740741
2024-09-03 15:56:36.597929716,date_qa,"

Here is a question about Parides klagesi that would have <date> as the answer:

In what year was the male Parides klagesi butterfly specimen, characterized by an entirely black abdomen, captured and described by Racheli and Pischedda?","

1983", 1983,2.378185272216797,"Parides_klagesi, Parides_erithalion",0.9999999984999999
2024-09-05 23:46:56.701732635,date_qa,"

Here is a question with the answer <date> about Lesetja Kganyago:

In what year did Lesetja Kganyago start serving as the Director of the South African National Treasury, a position he held until 1998?","

1996", 1996,1.7428512573242188,"Lesetja_Kganyago, South_African_Reserve_Bank",0.9999999984999999
2024-09-04 02:52:18.134528256,date_qa,"

What was the year the Vietnam Open tennis tournament was played on hard courts?","

2015", 2023,3.479461669921875,"Vietnam_Open_(badminton), 2023_Vietnam_Open",0.0
2024-09-02 11:06:58.080021760,date_qa,"

Here's a question that would have the answer <date>:

When was Khaled Akil, a Syrian artist based in Istanbul, born in Aleppo?","

1986", 1986,1.4138619899749756,Khaled_Akil,0.9999999984999999
2024-09-05 17:46:35.688769102,date_qa,"

When was Ahmadou Kourouma, the eldest son of a distinguished Malinké family, born in Boundiali, Côte d'Ivoire?","

Ahmadou Kourouma was born in 1927 in Boundiali, Côte d'Ivoire.", 1927,1.0347318649291992,Ahmadou_Kourouma,0.75999999946
2024-08-30 18:39:14.585205555,date_qa,"

Here is a question that would have the answer <date>:

In what year was American sprint canoeist Stephen Macknowski born?","

February 16, 1922", 1922,1.3187899589538574,"Stephen_Macknowski, Steven_Lysak",0.23435890046710456
2024-09-06 06:10:43.182199240,date_qa,"

What year was the magazine Hans established by Premchand?","

Hans magazine was established by Premchand in the year 1930.", 1930,1.5805015563964844,"Hans_(magazine), Premchand",0.7545454540495867
2024-08-31 10:57:02.114800215,date_qa,"

What year was Karl August Auberlen born in Fellbach, near Stuttgart?","

Karl August Auberlen was born in Fellbach, near Stuttgart, in the year 1824.", 1824,1.6392908096313477,"Karl_August_Auberlen, Fellbach",0.7461538457278106
2024-09-02 17:12:32.264491796,date_qa,"

Here's a question about Goose River with the answer <date>:

What year did the officially recognized name ""Goose River"" become adopted?

(Answer: 1948)","

The officially recognized name ""Goose River"" was adopted in the year 1948.","

",1.386158466339111,"Goose_River, Goose_River_(North_Dakota)",0.0
