date,task,challenge,reference,result_model,Time_elapsed,Titles,DATE_SCORE
2024-08-29 08:36:39.874630451,date_qa,"

Here is a question that would have <date> as the answer:

What year was the Intel 4040 microprocessor released, which was designed to be used in an electronic calculator and had many design notes related to this role?

Answer: <date>","

1971", 1965,1.168834924697876,"Intel_4004, Computer",0.0
2024-09-05 13:15:24.445574284,date_qa,"

When was the post office in Aleppo, Pennsylvania first established?","

The post office in Aleppo, Pennsylvania was first established in 1869.", Bronze Age,1.2341420650482178,"Postage_stamps_and_postal_history_of_Palestine, Mustafa_Kemal_Atat%C3%BCrk",0.0
2024-09-02 02:16:14.801814556,date_qa,"

When was the prototype of the ST Aero MAV-1 unveiled at the Asian Aerospace exhibition?","

The prototype of the ST Aero MAV-1 was unveiled at the Asian Aerospace exhibition in 2004.",Pakistan,1.3776049613952637,"Top_Gun:_Maverick, List_of_unmanned_aerial_vehicles",0.0
2024-09-03 09:54:45.146859169,date_qa,"

What year did the 56th edition of England's premier rugby union club competition take place, according to the context?","

1955", 2016,1.290153980255127,"Rugby_union, Premiership_Rugby",0.0
2024-09-02 13:46:36.037999104,date_qa,"

When was Joseph Platt, a member of the House of Representatives of the Colony of Connecticut from Norwalk, born?","

Joseph Platt was born on February 17, 1672.","February 17, 1672",0.6384351253509521,"Joseph_Platt_(politician), Thomas_Fitch_(governor)",0.863636362446281
2024-09-06 10:08:46.357801199,date_qa,"

Here is a question about Thakurgaon-3 that would have <date> as the answer:

When did the Thakurgaon-3 constituency become vacant?","

6 August 2024", 1 August 2023,0.7857282161712646,"2023_Bangladesh_Jatiya_Sangsad_by-elections, Gopalganj_District,_Bangladesh",0.09999999850000002
2024-09-04 09:00:42.526806016,date_qa,"

When was Cape Verdean professional footballer Erson Stiven Dias Costa, known as Kukula, born?","

Erson Stiven Dias Costa, also known as Kukula, was born on 22 January 1993.","
Bulgarian players naturalized and born abroad",0.904362678527832,"Kukula_(footballer), List_of_foreign_football_players_in_A_PFG",0.029999998740000054
2024-09-05 17:09:03.032615422,date_qa,"

Here is a question that would have <date> as the answer:

In what year did Rosemary win the Logie Award for Best Female Television Personality (NSW) for her work on Good Morning?","

1970", 1970,0.7759411334991455,"Good_Morning_with_Rosemary, Georgie_Parker",0.9999999984999999
2024-09-04 07:55:23.809252977,date_qa,"

Here is a question that would have the answer as a date:

In what year did Jovanice Twinobusingye win the national elections to become the woman representative member of parliament for Kiruhura District in the eleventh Parliament of Uganda?","

2021", 2021,0.8657193183898926,"Jovanice_Twinobusingye, List_of_members_of_the_eleventh_Parliament_of_Uganda",0.9999999984999999
2024-09-05 21:11:07.229750633,date_qa,"

What is the year in which Əlvənd, a village in the Shamakhi Rayon of Azerbaijan, reported a population of 1,453 residents?","

1012", second millennium BC,1.6243579387664795,"Azerbaijan, Azerbaijani_wine",0.0
2024-09-04 09:30:23.335507870,date_qa,"

Here is a question about Jerguš Pecháč that would have <date> as the answer:

In what year did Jerguš Pecháč come third in the U-12 European Youth Chess Championship in Prague?

(Answer would be the date mentioned in the context)","

2012", 2012,0.8877098560333252,Jergu%C5%A1_Pech%C3%A1%C4%8D,0.9999999984999999
2024-09-04 06:33:26.973273516,date_qa,"

Here is a question that would have the answer <date> based on the context:

What year did Metro launch the safety campaign ""Dumb Ways to Die"" in Melbourne, which became a global viral video hit?","

2012", 2012,1.2160906791687012,"Dumb_Ways_to_Die, Metro_Trains_Melbourne",0.9999999984999999
2024-09-02 16:09:38.426328064,date_qa,"

In what year was a post office called Air Line established in Air Line, Georgia?","

1856", 1856,1.54864239692688,"Air_Line,_Georgia, History_of_Delta_Air_Lines",0.9999999984999999
2024-09-02 19:18:34.840357376,date_qa,"

Here is a question about Shigeharu Matsumoto that would have the answer <date>:

When did Shigeharu Matsumoto have his first real reporting experience with his report of the Xi'an incident?","

1936", 1936,1.5399558544158936,"Shigeharu_Matsumoto, Nanjing_Massacre_denial",0.9999999984999999
2024-09-04 16:28:57.667981863,date_qa,"

Here is a question that would have <date> as the answer:

In what year was Francis Boardman Crowninshield born in New York City?","

1869", 1869,1.287700653076172,"Francis_Boardman_Crowninshield, Louise_E._du_Pont_Crowninshield",0.9999999984999999
2024-09-05 18:08:38.915527105,date_qa,"

When was Enrico Golisciani, the Italian author born in Naples, born?","

Enrico Golisciani, the Italian author born in Naples, was born on 25 December 1848.",25 December 1848,1.4279441833496094,"Enrico_Golisciani, Nicola_De_Giosa",0.8124999990859375
2024-09-02 15:49:00.981865406,date_qa,"

Here is a question about The Centaurus that would have the answer as the date:

What was the expected opening quarter for the Centaurus Mövenpick Hotel, according to initial plans?","

2018", 2018,1.490138292312622,"The_Centaurus, M%C3%B6venpick_Hotels_%26_Resorts",0.9999999984999999
2024-09-03 14:46:08.066093206,date_qa,"

When was Abay ""Amha"" Tsehaye, the Ethiopian politician, born?","

Abay ""Amha"" Tsehaye, the Ethiopian politician, was born on 29 April 1953.", 13 January 2021,2.276054859161377,"Abay_Tsehaye, Wikipedia:WikiProject_Africa/The_Africa_Destubathon/Core_stubs",0.0
2024-09-03 11:09:14.556364536,date_qa,"

Here's a question about Cartier Island Marine Park with the answer being a date:

What year was the Cartier Island Marine Reserve originally proclaimed under the National Parks and Wildlife Conservation Act, before it was later renamed Cartier Island Marine Park in 2017?

Answer: 2000","

The answer is 2000."," 50,000 years ago",2.4884912967681885,"Australia_(continent), Oceania",0.0
2024-09-05 00:50:49.424801280,date_qa,"

What year was ZhL certified ""Halal"" a portion of its range?","

2012", 2012,0.7165324687957764,ZhL,0.9999999984999999
2024-09-04 13:25:59.727834463,date_qa,"

Here is a question about Lola T93/30 that would have the answer <date>:

What was the date of the Brazilian Grand Prix that marked the first race of the Scuderia Italia team, which previously used Dallara-designed cars before switching to the Lola T93/30?","

1988", 1964,1.0811004638671875,"Lola_Cars, Luca_Badoer",0.0
2024-09-01 17:53:51.210905344,date_qa,"

Here's a question about Dirt track racing in Australia that would have the answer <date>:

What year is often considered the birth year of motorcycle speedway in Australia, a country that has since produced several world-class riders and champions in the sport?","

1923"," the Speedway has been metonymous within the sport. Many Indy car teams, suppliers, and constructors have been and are based in the greater Indianapolis area, some within blocks of the track. When USAC was formed in 1956, the sanctioning body's headquarters were constructed nearly across the street. The current sanctioning body, IndyCar, is headquartered in buildings directly across the street.


Headquarters
The opening of the Indianapolis Motor Speedway in 1909 dates back close to the birth of the sport of American Championship car racing. Since its inception, the Speedway has been metonymous",1.6914093494415283,"Indianapolis_Motor_Speedway, Michael_Schumacher",0.0
2024-09-03 00:36:39.960117340,date_qa,"

When was Larry Anthony Weir, the American songwriter, composer, and managing editor of New Music Weekly magazine, born?","

April 11, 1952"," April 11, 1952",0.7991230487823486,"Larry_Weir, Larry_Weir_production_discography",0.9999999984999999
2024-09-01 16:47:32.783044100,date_qa,"

Here is a question that would have the answer <date>:

In what year was the Japanese Esperanto Institute established by Osaka Kenzi and others?","

1919", 1919,0.8584375381469727,"Japanese_Esperanto_Institute, Kansai_International_Airport",0.9999999984999999
2024-08-30 16:18:47.979011840,date_qa,"

Here is a question that would have the answer as the date:

What year did Ernie Wilkins record the album Top Brass Featuring 5 Trumpets with a quintet of trumpeters, including Ray Copeland, Idrees Sulieman, Donald Byrd, Ernie Royal and Joe Wilder?","

1955", 1955,1.1476967334747314,Top_Brass,0.9999999984999999
2024-09-03 11:06:20.878255129,date_qa,"

Here is a question that would have the answer as the date:

What year did the failed 20 July plot to assassinate Adolf Hitler, led by Claus von Stauffenberg, occur, as described in Ian Kershaw's book ""The End: Hitler's Germany""?","

1944", 1944,2.088744640350342,"The_End:_Hitler%27s_Germany,_1944%E2%80%9345, Adolf_Hitler",0.9999999984999999
2024-09-03 05:09:47.754028082,date_qa,"

Here is a question about Christopher Fowler that would have <date> as the answer:

When did Christopher Fowler, a United States Navy sailor and Medal of Honor recipient, die?","

1850"," May 11, 1874",1.448070764541626,"Christopher_Fowler_(Medal_of_Honor), https://en.wikipedia.org/?title=Category:United_States_Navy_Medal_of_Honor_recipients&from=F",0.0
2024-09-03 11:09:14.556364544,date_qa,"

Here's a question about Cartier Island Marine Park with the answer being a date:

What year was the Cartier Island Marine Reserve originally proclaimed under the National Parks and Wildlife Conservation Act, before it was later renamed Cartier Island Marine Park in 2017?

Answer: 2000","

The answer is 2000."," 50,000 years ago",1.8193659782409668,"Australia_(continent), Oceania",0.0
2024-08-30 09:52:42.983018752,date_qa,"

When was Jiguli Dairabaev born?","

Jiguli Dairabaev was born on 29 October 1954.", 29 October 1954,1.4325342178344729,"Jiguli_Dairabaev, 2022_Kazakh_presidential_election",0.863636362446281
2024-08-29 13:35:21.018906624,date_qa,"

Here is a question about Mathieu Laplante that would have the answer as a date:

What year was Mathieu Laplante hired to create the show concept for Cirque Hawaii, overseeing casting, music, and scenery creation?

(Answer: <date>)","

2005", 2005,1.4527812004089355,"Mathieu_Laplante, Cirque_du_Soleil",0.9999999984999999
2024-09-01 18:51:13.399574518,date_qa,"

What year was a museum established at Mississauga's Benares Historic House, as a result of additions designed by Henry Sears?","

1995", 1995,0.5751097202301025,Henry_Sears_(architect),0.9999999984999999
2024-09-05 13:13:48.089522839,date_qa,"

Here is a question that would have the answer <date>:

In what month and year was William Broughton baptised at Chatham, Kent?","

November 1768", November 1768,1.4650599956512451,"William_Broughton_(magistrate), Savannah_Protest_Movement",0.9999999984999999
2024-08-30 05:17:51.179388046,date_qa,"

When did the construction of the East Klang Valley Expressway begin?","

The construction of the East Klang Valley Expressway began on 1 September 2015.", 1 September 2015,1.8009417057037354,"East_Klang_Valley_Expressway, Malaysian_Expressway_System",0.8124999990859375
2024-09-02 17:09:36.087955713,date_qa,"

What is the year in which the population of Mian Darreh, Mazandaran was 195, in 52 families, according to the census?","

The year in which the population of Mian Darreh, Mazandaran was 195, in 52 families, according to the census, is 2006.", 2006,0.9004135131835938,"Mian_Darreh,_Mazandaran",0.729999999715
2024-09-04 02:22:47.323926528,date_qa,"

What is the birthdate of Dr Patricia Rashbrook, the oldest woman to give birth in the United Kingdom?","

1943", 1943,1.5138463973999023,"Patricia_Rashbrook, Pregnancy_over_age_50",0.9999999984999999
2024-09-02 15:49:50.038868904,date_qa,"

Here is a question about Chaudhry Aslam Khan that would have the answer as a specific date:

In what year did Chaudhry Aslam Khan join the Sindh Police force as an Assistant sub-inspector?

Answer: <date>","

1984", 1989,2.670196533203125,"Sindh_Police, Wikipedia:CHECKWIKI/WPC_557_dump",0.0
2024-09-03 13:11:04.924711168,date_qa,"

When was Benito Pavoni born?","

Benito Pavoni was born on 19 July 1936.","

Category:Deputies_of_Legislature_X_of_Italy",1.1851119995117188,"Benito_(name), Category:Deputies_of_Legislature_X_of_Italy",0.0
2024-09-06 02:07:24.964613676,date_qa,"

When did Zeno Graton's debut feature film The Lost Boys (Le Paradis) premiere at the Berlin International Film Festival?","

The Lost Boys (Le Paradis) premiered at the Berlin International Film Festival in 2023.", 2023,0.9753811359405518,"Zeno_Graton, 73rd_Berlin_International_Film_Festival",0.7399999996266666
2024-09-05 15:40:19.093578339,date_qa,"

Here is a question that would have the answer as a date:

In what year was the Companies Act under which the Association of Accounting Technicians of Sri Lanka (AAT Sri Lanka) was initially registered?","

1982", 1982,0.8584191799163818,"Association_of_Accounting_Technicians_of_Sri_Lanka, Accountant",0.9999999984999999
2024-09-03 12:29:20.887606382,date_qa,"

What year did B.Z. (newspaper) have a circulation of around 200,000?","

The year B.Z. (newspaper) had a circulation of around 200,000 was 2010.", 2010,0.7610642910003662,"B.Z._(newspaper), The_New_Zealand_Herald",0.7428571424591837
2024-09-03 01:07:24.154218674,date_qa,"

Here is a question about Springs Christian Academy with the answer <date>:

When was Springs Christian Academy founded by Springs of Living Water Church (now Springs Church) in Winnipeg?","

1989", 1989,1.5709278583526611,"Springs_Christian_Academy, Twelve_Tribes_communities",0.9999999984999999
2024-09-05 00:57:30.945903872,date_qa,"

What year was the Max and Claire Brombacher House built?","

The Max and Claire Brombacher House was built in 1940.", 1940,1.3850045204162598,"Max_and_Claire_Brombacher_House, File:Max_and_Claire_Brombacher_House_-_Brevard.jpg",0.7545454540495867
2024-09-03 19:39:56.736884992,date_qa,"

When did Mbali Dlamini join the EFF while she was a student at the Tshwane University of Technology?","

Mbali Dlamini joined the EFF in 2014 while she was a student at the Tshwane University of Technology.", 2014,1.016716718673706,Mbali_Dlamini,0.7333333330185184
2024-09-03 14:15:30.336388826,date_qa,"

What was the month and year when Belladonna was listed among the top six bestselling books in the United States in The Bookman issue, where it was ranked sixth?","

December 1909", December 1909,1.022566795349121,Bella_Donna_(novel),0.9999999984999999
2024-09-06 11:31:07.115840435,date_qa,"

Here's a question that would have ""2018"" as the answer:

What year did the Incarnate Word Cardinals women's basketball team finish the season 5-24, with a 4-14 record in Southland play?","

2018",No,2.178739309310913,"Incarnate_Word_Cardinals, Incarnate_Word_Cardinals_football",0.0
2024-08-29 04:38:35.839523072,date_qa,"

Here is a question that would have the answer <date>:

In what year was the project of establishing a Cadet College in Balochistan conceived?","

1976", 1976,1.6003367900848389,"Cadet_College_Mastung, Anwaar_ul_Haq_Kakar",0.9999999984999999
2024-09-03 10:11:26.712572336,date_qa,"

Here is a question that would have <date> as the answer:

When was German mathematician Karl-Otto Stöhr, known for his contributions to algebraic geometry, born?","

9 May 1942",26 August 1899,1.6639726161956787,"Wolfgang_Krull, Jacques_Tits",0.0
2024-09-04 00:23:32.491925716,date_qa,"

When was the Velká Deštná observation tower opened?","

The Velká Deštná observation tower was opened in 2019.", 2019,1.0068399906158447,Velk%C3%A1_De%C5%A1tn%C3%A1,0.75999999946
2024-09-04 02:26:24.530028819,date_qa,"

Here's a question that would have the answer <date>:

What year did the Indian census report Shevgaon's population as 38,375, consisting of 19,442 males and 18,993 females?","

2011", 2011,2.075305461883545,"Shevgaon, Ahmednagar_Lok_Sabha_constituency",0.9999999984999999
2024-09-02 13:28:12.905660391,date_qa,"

Here is a question that would have the answer as a specific date:

In what year did Polikarp Lukšić Ljubetić, the Croatian immigrant father of Andrónico Luksic, arrive in Chile from the Adriatic island of Brač?","

1910",</s>,1.7014117240905762,,0.0
2024-09-03 04:54:37.364432896,date_qa,"

Here is a question about SUNSAT that would have the answer as a date:

What year did the Stellenbosch University SATellite, or SUNSAT, become the first launched South African satellite, after being launched aboard a Delta II rocket from the Vandenberg Air Force Base on February 23rd of that year?","

1999", 1999,1.1449182033538818,SUNSAT,0.9999999984999999
2024-09-01 22:31:50.451468229,date_qa,"

Here is a question about Lisa MacLeod that would have the answer as the date:

What date did Lisa MacLeod win the election in the Ottawa-area riding of Nepean—Carleton by a margin of 6,000 votes over her Liberal opponent Brian Ford?","

March 30, 2006"," March 30, 2006",2.1573503017425537,"Lisa_MacLeod, 2017_Conservative_Party_of_Canada_leadership_election",0.9999999984999999
2024-09-03 06:26:08.064528640,date_qa,"

Here is a question that would have the answer <date>:

When was Robert Waldmire, the American artist and cartographer known for his artwork of U.S. Route 66, born?","

April 19, 1945","April 19, 1945",1.010505199432373,Bob_Waldmire,0.9999999984999999
2024-09-01 14:59:04.162774784,date_qa,"

Here is a question that would have <date> as the answer:

What was the year in which the National Census reported the population of Sara Rural District to be 12,408 in 2,491 households?","

2006", 2006,3.5291337966918945,"Sara_Rural_District, Wikipedia:WikiProject_Australia/Statistics/24_November_2011",0.9999999984999999
2024-09-03 12:38:51.636859136,date_qa,"

What year did American forces land on Agat Invasion Beach as part of the Battle of Guam to retake the island from Japanese occupation?","

1944","1944) :
Contents



Background
Guam, at 212 square miles (543 square kilometers), is the largest island of the Marianas, with a length of 32 miles (52 km) and a width ranging from 12 miles (19.31 km) to four miles (6.44 km) at different points of the island.[2][11]It had been a United States possession since its capture from Spain in 1898 until it was captured by the Japanese on 10 December 1941, following the attack on Pearl Harbor. During the Japanese occupation of Guam, it was not as heavily fortified as the other Mariana Islands such as Saipan that had been Japanese possessions since the end of World War I. But by 1944, Guam had a large Japanese garrison.


Opposing forces
 United States
US Fifth Fleet
Admiral Raymond A. Spruance, USN
Southern Attack Force (Task Force 53) 
Vice Admiral Richard L. Conolly, USN
Expeditionary Troops
Lieutenant General Holland M. Smith, USMC
Approx. 48,200 officers and enlisted
III Marine Amphibious Corps
Major General Roy S. Geiger, USMC


Battle
Before landing, U.S. forces sought to ensure both air and naval superiority. A total of 274 ships, which fired 44,978 shots from 2-inch and 5-inch guns, supported the landing. In addition, 13 aircraft carriers participated in the air raid, and 4,283 bombs (weighing a total of 1,310 tons) were dropped from 18 to 20 July, the day before the landings. The heavy bombardment burned all the palm trees on the beach and destroyed every building that could be seen. Experience gained by the Japanese from the invasion of Saipan was used to try to mitigate the effects of the bombardment. Despite this, the bombardment far exceeded the expectations of the defending forces which were dug in along the coast as they were on Saipan. Many of the bases and guard towers were destroyed. However, artillery pieces entrenched in dense forests, caves, trenches and locations four kilometers or more from the coast were able to escape destruction and became a source of heavy Japanese resistance. Guam, ringed by reefs, cliffs, and heavy surf, presents a formidable challenge for any attacker.[2]: 14  Underwater Demolition Teams reconnoitered the beaches and removed obstacles from 14 to 17 July.[2]: 43 


Aftermath
A few Japanese soldiers held out in the jungle after the fighting on Guam.[2]: 87  On 8 December 1945 three U.S. Marines were ambushed and killed. Sergeant Masashi Itō surrendered on 23 May 1960 after the last of his companions was captured. On 24 January 1972 Sergeant Shoichi Yokoi was discovered by hunters on the island. He had lived alone in a cave for 28 years, near Talofofo Falls.


Unit awards
Navy Unit Commendation:


Medal of Honor recipients
Four Medal of Honor recipients of the Battle of Guam:


See also
13°22′09″N 144°39′03″E﻿ / ﻿13.3693°N 144.6509°E﻿ / 13.3693; 144.6509


Notes and references
13°22′09″N 144°39′03″E﻿ / ﻿13.3693°N 144.6509°E﻿ / 13.3693; 144.6509


Further reading
13°22′09″N 144°39′03″E﻿ / ﻿13.3693°N 144.6509°E﻿ / 13.3693; 144.6509


External links
13°22′09″N 144°39′03″E﻿ / ﻿13.3693°N 144.6509°E﻿ / 13.3693; 144.6509


Battle_of_Guam_(1941) :
Contents
1941


Background
Guam is the southernmost part of the Mariana Islands in the Pacific Ocean. It is the largest of the islands, with an area of 225 square miles. Guam's interior is rugged, with heavy tropical forests in the north of the island and wooded hills in the south. Much of the island's coastline is edged with coral reefs and cliffs, though beaches suitable for landing troops exist in the center of the west coast.[1]: 14  Guam has a tropical climate, though December forms part of the dry season.[1]: 13 


Prelude
Japanese plans for the Pacific War included capturing Guam in the war's early days. From March 1941, Japanese aircraft flew photo reconnaissance sorties over the island.[1]: 18  Plans for the invasion of the island were completed in September 1941",1.0137488842010498,"Battle_of_Guam_(1944), Battle_of_Guam_(1941)",0.7
2024-09-04 07:20:20.645754112,date_qa,"

Here is a question that would have the answer <date>:

In what year did V. N. Parameswaran Pillai take command and oversee the partial absorption of the Travancore Army into the Indian Army?","

1945", 1945,1.1999335289001465,"V._N._Parameswaran_Pillai, Nair_Brigade",0.9999999984999999
2024-09-03 15:24:41.967031040,date_qa,"

Here is a question that would have <date> as the answer:

On what date did Reinoud III marry Marie of Brabant, lady of Turnhout, in Tervuren?","

1 July 1347", 1 July 1347,1.440239191055298,"John_III,_Duke_of_Brabant, Reginald_III,_Duke_of_Guelders",0.9999999984999999
2024-08-31 04:33:39.921182976,date_qa,"

When was the single ""Promise You This"" from Snoop Dogg's album Neva Left released?","

March 1, 2017"," March 1, 2017",1.983326196670532,"Neva_Left, Snoop_Dogg",0.9999999984999999
2024-09-05 18:30:30.109359026,date_qa,"

Here is a question with the answer <date>:

In what year did Alexander Breckenridge, the grandfather of John Breckinridge, immigrate from Ireland to Bucks County, Pennsylvania?","

1728", 1728,3.025101661682129,"John_Breckinridge_(U.S._Attorney_General), List_of_places_in_the_United_States_named_after_people",0.9999999984999999
2024-08-30 18:25:59.973518336,date_qa,"

Here is a question about Lincoln House Club with the answer <date>:

In what year was the Lincoln House Club, a Shingle style structure part of the ""fresh air"" movement, built by the Lincoln Club of Boston near the Grand Island Bridge?","

1899", 1899,1.203264236450195,"Lincoln_House_Club, Cathedral_of_St._John_the_Divine",0.9999999984999999
2024-09-01 10:07:31.785230398,date_qa,"

Here is a question with the answer <date>:

What was the birthdate of John Gude Wenman, the English professional cricketer?","

11 August 1803",11 August 1803,1.3448834419250488,"John_Wenman, George_Wenman",0.9999999984999999
2024-09-05 06:06:05.378763914,date_qa,"

Here is a question about Saint Spyridon Church that would have the answer <date>:

In what year did the construction of Saint Spyridon Church begin, a building project that would take place in stages in the Byzantine Basilica style?","

1961", 1967,1.8111143112182615,"Santorini, Meteora",0.0
2024-09-04 16:12:38.871231488,date_qa,"

What year is commonly cited as the birth year of Italian Mannerist painter Gianserio Strafella, although some sources also mention an alternative birth year of 1506?","

1520"," 1520–1573, according to some sources; 1506–1577",1.7667393684387207,"Gianserio_Strafella, Copertino_Castle",0.7
2024-09-02 18:25:37.577455104,date_qa,"

Here is a question that would have <date> as the answer:

In what year was Wilkinson House constructed by its original builder, J.?","

1888", 1777,1.5745034217834473,"The_Iron_Bridge, Ernest_L._Wilkinson",0.0
2024-09-05 12:44:56.039234638,date_qa,"

What year was Asbjørn Øksendal born?","

Asbjørn Øksendal was born in the year 1922.", 1922,1.287970781326294,"Asbj%C3%B8rn_%C3%98ksendal, %C3%98ksendal_(surname)",0.7666666660740741
2024-09-03 15:56:36.597929716,date_qa,"

Here is a question about Parides klagesi that would have <date> as the answer:

In what year was the male Parides klagesi butterfly specimen, characterized by an entirely black abdomen, captured and described by Racheli and Pischedda?","

1983", 1983,2.2759292125701904,"Parides_klagesi, Parides_erithalion",0.9999999984999999
2024-09-05 23:46:56.701732635,date_qa,"

Here is a question with the answer <date> about Lesetja Kganyago:

In what year did Lesetja Kganyago start serving as the Director of the South African National Treasury, a position he held until 1998?","

1996", 1996,1.930314540863037,"Lesetja_Kganyago, G20",0.9999999984999999
2024-09-04 02:52:18.134528256,date_qa,"

What was the year the Vietnam Open tennis tournament was played on hard courts?","

2015", 2016,1.7412807941436768,"2016_Vietnam_Open_(tennis), 2015_Vietnam_Open_(tennis)",0.0
2024-09-02 11:06:58.080021760,date_qa,"

Here's a question that would have the answer <date>:

When was Khaled Akil, a Syrian artist based in Istanbul, born in Aleppo?","

1986", 1986,1.6367137432098389,Khaled_Akil,0.9999999984999999
2024-09-05 17:46:35.688769102,date_qa,"

When was Ahmadou Kourouma, the eldest son of a distinguished Malinké family, born in Boundiali, Côte d'Ivoire?","

Ahmadou Kourouma was born in 1927 in Boundiali, Côte d'Ivoire.", 1927,1.0274128913879397,Ahmadou_Kourouma,0.75999999946
2024-08-30 18:39:14.585205555,date_qa,"

Here is a question that would have the answer <date>:

In what year was American sprint canoeist Stephen Macknowski born?","

February 16, 1922", 1912,1.9641907215118408,"Steven_Lysak, Deaths_in_April_2013",0.0
2024-09-06 06:10:43.182199240,date_qa,"

What year was the magazine Hans established by Premchand?","

Hans magazine was established by Premchand in the year 1930.", 1930,1.5524756908416748,"Hans_(magazine), Premchand",0.7545454540495867
2024-08-31 10:57:02.114800215,date_qa,"

What year was Karl August Auberlen born in Fellbach, near Stuttgart?","

Karl August Auberlen was born in Fellbach, near Stuttgart, in the year 1824.", 1824,1.4368715286254885,"Karl_August_Auberlen, Fellbach",0.7461538457278106
2024-09-02 17:12:32.264491796,date_qa,"

Here's a question about Goose River with the answer <date>:

What year did the officially recognized name ""Goose River"" become adopted?

(Answer: 1948)","

The officially recognized name ""Goose River"" was adopted in the year 1948.","

",1.7933979034423828,"Goose_River, Goose_River_(North_Dakota)",0.0
2024-09-03 15:33:05.531872988,date_qa,"

Here is a question that would have the answer <date>:

In what year did residents of Memphis, Tennessee vote to dissolve the charter for Memphis City Schools, paving the way for a merger with the Shelby County School District?","

2011", 2021,2.932403802871704,"List_of_streets_named_after_Martin_Luther_King_Jr., Wikipedia:In_the_news/Candidates/June_2013",0.0
2024-09-04 20:09:12.942332672,date_qa,"

Here is a question that would have <date> as the answer:

In what year was the decision made by the City Council to establish Strandboulevarden, which was later opened in 1897 in connection with the establishment of the Freeport of Copenhagen?","

1894", 1894,1.410106897354126,"Strandboulevarden, Listed_buildings_in_%C3%98sterbro",0.9999999984999999
2024-09-03 03:03:32.399196863,date_qa,"

What date is often given as the birth date of pianist Raymond Lewenthal, although it is actually three years later than his true birth year of 1923?","

1926", 17 November 1999,2.2256226539611816,"Marcel_Duchamp, List_of_people_from_Texas",0.0
